"key","component","line","severity","type","message"
"935c79cb-4377-4782-833a-de55ea73f18e","project2_1:wikimap-main/src/hooks/useAuth.ts","72","MINOR","CODE_SMELL","Prefer `globalThis` over `window`."
"be870152-d1b2-42d8-b907-40c7e89ae480","project2_1:wikimap-main/src/hooks/useFavorites.ts","53","MINOR","CODE_SMELL","Prefer `structuredClone(???)` over `JSON.parse(JSON.stringify(???))` to create a deep clone."
"1c3a4beb-0940-47e9-97ed-e5e36e756b18","project2_1:wikimap-main/src/hooks/useMapState.ts","34","MINOR","CODE_SMELL","useState call is not destructured into value + setter pair"
"41b53c3c-fb1c-49d8-9b44-4845ba54940e","project2_1:wikimap-main/src/hooks/useSharePlace.ts","16","MINOR","CODE_SMELL","Prefer `structuredClone(???)` over `JSON.parse(JSON.stringify(???))` to create a deep clone."
"e4e2bf00-bdd6-45a9-8591-3a9496f0b968","project2_1:wikimap-main/src/integrations/supabase/types.ts","229","MINOR","CODE_SMELL","'never' is overridden by other types in this union type."
"e662b830-8e7e-4cf8-b029-9324902d4ae0","project2_1:wikimap-main/src/integrations/supabase/types.ts","246","MINOR","CODE_SMELL","'never' is overridden by other types in this union type."
"78815c07-19df-4213-a9df-d30d5abf3292","project2_1:wikimap-main/src/lib/overpass.ts","42","MINOR","CODE_SMELL","Do not call `Array#push()` multiple times."
"3aa606ec-0fe8-4a36-8053-5bb5ba60f9af","project2_1:wikimap-main/src/lib/overpass.ts","46","MINOR","CODE_SMELL","Do not call `Array#push()` multiple times."
"fbed9076-cacc-4682-b784-da923b37cc20","project2_1:wikimap-main/src/lib/overpass.ts","50","MINOR","CODE_SMELL","Do not call `Array#push()` multiple times."
"bf2a3364-a10d-490d-9d2c-dc1ba94ef361","project2_1:wikimap-main/src/lib/overpass.ts","54","MINOR","CODE_SMELL","Do not call `Array#push()` multiple times."
"6cfa607e-f735-481a-9477-02e162660b7e","project2_1:wikimap-main/src/lib/overpass.ts","61","MINOR","CODE_SMELL","Do not call `Array#push()` multiple times."
"6a9e1886-f04d-451a-8ea2-7d86263117f7","project2_1:wikimap-main/src/lib/overpass.ts","65","MINOR","CODE_SMELL","Do not call `Array#push()` multiple times."
"35e0523b-9d17-4a31-849c-e718f5e531dd","project2_1:wikimap-main/src/lib/overpass.ts","69","MINOR","CODE_SMELL","Do not call `Array#push()` multiple times."
"a6757679-9cd6-4595-be56-82014e62ed0e","project2_1:wikimap-main/src/lib/overpass.ts","70","MINOR","CODE_SMELL","Do not call `Array#push()` multiple times."
"207ebdb4-d05b-4212-9832-59ff091cc794","project2_1:wikimap-main/src/lib/overpass.ts","74","MINOR","CODE_SMELL","Do not call `Array#push()` multiple times."
"39adb52f-e2ab-4f33-882e-239bcc9d2bee","project2_1:wikimap-main/src/lib/overpass.ts","78","MINOR","CODE_SMELL","Do not call `Array#push()` multiple times."
"c0db61dd-f58e-453f-885d-255b88e58a0b","project2_1:wikimap-main/src/lib/overpass.ts","163","MINOR","CODE_SMELL","'v' will use Object's default stringification format ('[object Object]') when stringified."
"2ff1bba9-f26e-4311-a58d-5d4d7ae1cdcc","project2_1:wikimap-main/src/lib/overpass.ts","216","MINOR","CODE_SMELL","Prefer `Number.parseFloat` over `parseFloat`."
"694cf136-b424-4e3e-8d52-79f411c98f15","project2_1:wikimap-main/src/lib/overpass.ts","217","MINOR","CODE_SMELL","Prefer `Number.parseFloat` over `parseFloat`."
"8730db8a-02b9-45c7-b227-d8d3c911dbc0","project2_1:wikimap-main/src/lib/wikipedia.ts","147","MINOR","CODE_SMELL","Prefer `String#replaceAll()` over `String#replace()`."
"34e56979-16ac-4122-9fbc-3ae2e26b8e82","project2_1:wikimap-main/src/lib/wikipedia.ts","164","MINOR","CODE_SMELL","Prefer `String#replaceAll()` over `String#replace()`."
"32bea1e7-cab1-4cff-96d7-a078a59e1931","project2_1:wikimap-main/src/lib/wikipedia.ts","193","MINOR","CODE_SMELL","Use the ""RegExp.exec()"" method instead."
"f01de825-9b42-4747-8a27-f68df7c30e47","project2_1:wikimap-main/src/lib/wikipedia.ts","195","MINOR","CODE_SMELL","Prefer `Number.parseInt` over `parseInt`."
"73a05893-9f8e-4ae3-8f17-bbfb058a9a66","project2_1:wikimap-main/src/lib/wikipedia.ts","200","MAJOR","CODE_SMELL","This branch's code block is the same as the block for the branch on line 197."
"29bd09a1-6c9e-47a9-9504-080cea6dcb20","project2_1:wikimap-main/src/main.tsx","5","MINOR","CODE_SMELL","This assertion is unnecessary since it does not change the type of the expression."
"99984572-24d4-40ea-abba-419eeaefb90f","project2_1:wikimap-main/src/test/setup.ts","3","MINOR","CODE_SMELL","Prefer `globalThis` over `window`."
"364a7033-4a98-4095-af29-6b195bcfc850","project2_1:wikimap-main/vite.config.ts","3","MINOR","CODE_SMELL","Prefer `node:path` over `path`."
"df085128-48c5-4adb-90d6-473d1fe527f6","project2_1:wikimap-main/vitest.config.ts","3","MINOR","CODE_SMELL","Prefer `node:path` over `path`."
"06df7bc7-9320-4f5c-8aa5-ebdadf17f5ff","project1_2:chipspokerschool-main/index.html","6","INFO","CODE_SMELL","Complete the task associated to this ""TODO"" comment."
"60abb29e-b386-4629-9cac-e73ddc83009b","project1_2:chipspokerschool-main/index.html","11","INFO","CODE_SMELL","Complete the task associated to this ""TODO"" comment."
"1e680e82-b32f-4934-8ae3-dcec3f3a3c05","project1_2:chipspokerschool-main/src/components/FullPokerGame.tsx","56","MINOR","CODE_SMELL","Prefer `Number.parseInt` over `parseInt`."
"95099220-f3d8-4795-8def-c9d11a72dfaf","project1_2:chipspokerschool-main/src/components/FullPokerGame.tsx","59","CRITICAL","CODE_SMELL","Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed."
"956371d7-116a-450c-8b34-6fd5895f0a56","project1_2:chipspokerschool-main/src/components/FullPokerGame.tsx","66","MINOR","CODE_SMELL","Prefer `Number.parseInt` over `parseInt`."
"e8d1c481-9798-44d4-add6-97222c5ff1bb","project1_2:chipspokerschool-main/src/components/FullPokerGame.tsx","66","MINOR","CODE_SMELL","Prefer `Number.parseInt` over `parseInt`."
"76279b32-8f80-4f38-bbd6-504c7a92bd55","project1_2:chipspokerschool-main/src/components/FullPokerGame.tsx","89","MINOR","CODE_SMELL","Prefer `Number.parseInt` over `parseInt`."
"892361f0-2169-4728-9744-f86b548dc5ff","project1_2:chipspokerschool-main/src/components/FullPokerGame.tsx","90","MINOR","CODE_SMELL","Prefer `Number.parseInt` over `parseInt`."
"997b09c1-d296-4cdc-8d7e-76be8fb2f85c","project1_2:chipspokerschool-main/src/components/FullPokerGame.tsx","93","MINOR","CODE_SMELL","Prefer `Number.parseInt` over `parseInt`."
"b79932bf-7338-42e6-8473-4861f86d3824","project1_2:chipspokerschool-main/src/components/FullPokerGame.tsx","94","MINOR","CODE_SMELL","Prefer `Number.parseInt` over `parseInt`."
"c21ec0d5-6c76-4ae8-853b-956680b48788","project1_2:chipspokerschool-main/src/components/FullPokerGame.tsx","94","MINOR","CODE_SMELL","Prefer `Number.parseInt` over `parseInt`."
"0471bfd6-9457-4d9f-b5e1-a372d661003f","project1_2:chipspokerschool-main/src/components/FullPokerGame.tsx","95","MINOR","CODE_SMELL","Prefer `Number.parseInt` over `parseInt`."
"ca6d738d-45d0-47cd-8903-72fcf574a381","project1_2:chipspokerschool-main/src/components/FullPokerGame.tsx","179","MAJOR","CODE_SMELL","Remove this useless assignment to variable ""sbPlayer""."
"18a1e62c-7d22-4e69-afc5-7f941c42f3c7","project1_2:chipspokerschool-main/src/components/FullPokerGame.tsx","180","MAJOR","CODE_SMELL","Remove this useless assignment to variable ""bbPlayer""."
"2355432b-fa3a-4a5b-bf28-03384be17237","project1_2:chipspokerschool-main/src/components/FullPokerGame.tsx","245","CRITICAL","CODE_SMELL","Refactor this function to reduce its Cognitive Complexity from 19 to the 15 allowed."
"d47a660b-a05d-4e3b-bc3e-0c0df2161985","project1_2:chipspokerschool-main/src/components/FullPokerGame.tsx","259","MAJOR","CODE_SMELL","Extract this nested ternary operation into an independent statement."
"229390b4-1f94-4585-89c1-ffb4c66b44f4","project1_2:chipspokerschool-main/src/components/FullPokerGame.tsx","260","MAJOR","CODE_SMELL","Extract this nested ternary operation into an independent statement."
"4e8c2b25-a3b2-4346-a846-aaccd500f264","project1_2:chipspokerschool-main/src/components/FullPokerGame.tsx","394","MINOR","CODE_SMELL","This assertion is unnecessary since it does not change the type of the expression."
"670f4ff9-c18a-44c0-97db-4a35eef9859f","project1_2:chipspokerschool-main/src/components/FullPokerGame.tsx","558","MAJOR","CODE_SMELL","Extract this nested ternary operation into an independent statement."
"4cee74ed-b452-453d-81ef-d70fa6095005","project1_2:chipspokerschool-main/src/components/FullPokerGame.tsx","560","MAJOR","CODE_SMELL","Extract this nested ternary operation into an independent statement."
"93aa27de-af5a-4b10-a072-f7751db934ee","project1_2:chipspokerschool-main/src/components/FullPokerGame.tsx","586","MAJOR","CODE_SMELL","Extract this nested ternary operation into an independent statement."
"a4984e60-91e7-4a56-8a81-d919f8b57557","project1_2:chipspokerschool-main/src/components/FullPokerGame.tsx","590","MAJOR","CODE_SMELL","Do not use Array index in keys"
"41b6d37d-bc46-4d72-ac42-918c39135198","project1_2:chipspokerschool-main/src/components/FullPokerGame.tsx","594","MAJOR","CODE_SMELL","Extract this nested ternary operation into an independent statement."
"126c46e5-5a06-491e-97e2-ca7bfa39527e","project1_2:chipspokerschool-main/src/components/FullPokerGame.tsx","612","MAJOR","CODE_SMELL","Do not use Array index in keys"
"51b7d11a-b4a4-41f1-b472-ad05a68c59e6","project1_2:chipspokerschool-main/src/components/FullPokerGame.tsx","668","MAJOR","CODE_SMELL","Do not use Array index in keys"
"3f125ad2-f47f-4271-b7a1-dc4c7579dce9","project1_2:chipspokerschool-main/src/components/HandRankings.tsx","159","MAJOR","CODE_SMELL","Do not use Array index in keys"
"510574b6-abc3-484d-abd5-e42fc1735a85","project1_2:chipspokerschool-main/src/components/LessonCard.tsx","36","CRITICAL","CODE_SMELL","Refactor this function to reduce its Cognitive Complexity from 45 to the 15 allowed."
"0d19fe27-1c41-446e-9174-b1a56cc15077","project1_2:chipspokerschool-main/src/components/LessonCard.tsx","50","MAJOR","CODE_SMELL","Extract this nested ternary operation into an independent statement."
"6a64afe0-45e8-4e49-9bfd-659234a30527","project1_2:chipspokerschool-main/src/components/LessonCard.tsx","52","MAJOR","CODE_SMELL","Extract this nested ternary operation into an independent statement."
"d47090ba-0734-42ba-bb86-1fa96e7f63b0","project1_2:chipspokerschool-main/src/components/LessonCard.tsx","54","MAJOR","CODE_SMELL","Extract this nested ternary operation into an independent statement."
"c13cf0f4-a381-4dfb-9352-44edd211266c","project1_2:chipspokerschool-main/src/components/LessonCard.tsx","64","MAJOR","CODE_SMELL","Extract this nested ternary operation into an independent statement."
"2e4d1574-1dfc-4d60-bd67-40e20a7b5e7e","project1_2:chipspokerschool-main/src/components/LessonCard.tsx","66","MAJOR","CODE_SMELL","Extract this nested ternary operation into an independent statement."
"113c39f0-b867-4524-977e-ddbb63244cf4","project1_2:chipspokerschool-main/src/components/LessonCard.tsx","68","MAJOR","CODE_SMELL","Extract this nested ternary operation into an independent statement."
"5d4946aa-7636-46e4-bdbd-5c1d3f274431","project1_2:chipspokerschool-main/src/components/LessonCard.tsx","77","MAJOR","CODE_SMELL","Extract this nested ternary operation into an independent statement."
"642a50e6-7778-4174-bc7c-8a37f9c661e4","project1_2:chipspokerschool-main/src/components/LessonCard.tsx","79","MAJOR","CODE_SMELL","Extract this nested ternary operation into an independent statement."
"d9df9833-8c99-4f7d-81a1-a55f14f27a76","project1_2:chipspokerschool-main/src/components/LessonCard.tsx","81","MAJOR","CODE_SMELL","Extract this nested ternary operation into an independent statement."
"2475aa2b-0865-4d96-b22d-e09c801bd5c9","project1_2:chipspokerschool-main/src/components/LessonCard.tsx","93","MAJOR","CODE_SMELL","Extract this nested ternary operation into an independent statement."
"53b0e7b9-1cbc-4ec8-ac96-1ea8bffd9547","project1_2:chipspokerschool-main/src/components/LessonCard.tsx","95","MAJOR","CODE_SMELL","Extract this nested ternary operation into an independent statement."
"93ed55cb-af01-4fe4-b490-cd93f1e578e7","project1_2:chipspokerschool-main/src/components/LessonCard.tsx","97","MAJOR","CODE_SMELL","Extract this nested ternary operation into an independent statement."
"3f2898f7-48f8-4556-b6ed-c972b5064f8e","project1_2:chipspokerschool-main/src/components/LessonCard.tsx","122","MAJOR","CODE_SMELL","Extract this nested ternary operation into an independent statement."
"4e963ef4-e23a-4a81-876b-464ba9ebbf72","project1_2:chipspokerschool-main/src/components/LessonSection.tsx","43","MAJOR","CODE_SMELL","Extract this nested ternary operation into an independent statement."
"aadfdc33-1e86-45b7-93ec-cfc9b113837d","project1_2:chipspokerschool-main/src/components/PokerTable.tsx","37","MAJOR","CODE_SMELL","Do not use Array index in keys"
"a151be3e-9cdd-469c-bee9-a20c313ee821","project1_2:chipspokerschool-main/src/components/PracticeGame.tsx","48","MINOR","CODE_SMELL","Prefer `Number.parseInt` over `parseInt`."
"57c01e46-2b25-4365-a952-f3bc6f52a67b","project1_2:chipspokerschool-main/src/components/PracticeGame.tsx","51","CRITICAL","CODE_SMELL","Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed."
"8c2eeb4b-4430-470c-ae2b-da1bdc80ffa5","project1_2:chipspokerschool-main/src/components/PracticeGame.tsx","220","MAJOR","CODE_SMELL","Extract this nested ternary operation into an independent statement."
"6d76c355-af43-40e3-869d-54bde970a0f0","project1_2:chipspokerschool-main/src/components/PracticeGame.tsx","269","MAJOR","CODE_SMELL","Extract this nested ternary operation into an independent statement."
"466c23b2-6a5f-4e54-91e6-14b94bdec24c","project1_2:chipspokerschool-main/src/components/PracticeGame.tsx","272","MAJOR","CODE_SMELL","Do not use Array index in keys"
"5f788ce2-98d2-41c4-a842-a36e80baee82","project1_2:chipspokerschool-main/src/components/PracticeGame.tsx","282","MAJOR","CODE_SMELL","Do not use Array index in keys"
"3a7a0ace-8b33-41a3-af3c-f4d39937928e","project1_2:chipspokerschool-main/src/components/PracticeGame.tsx","295","MINOR","CODE_SMELL","Use `new Array()` instead of `Array()`."
"1934f65d-2fc6-42db-9aef-4c101d4ad22e","project1_2:chipspokerschool-main/src/components/PracticeGame.tsx","296","MAJOR","CODE_SMELL","Do not use Array index in keys"
"d4c82007-a0c0-44e9-abe7-7742c3630686","project1_2:chipspokerschool-main/src/components/PracticeGame.tsx","303","MAJOR","CODE_SMELL","Do not use Array index in keys"
"f5ddaffe-0ec3-49fc-ab2f-77fef37e7c05","project1_2:chipspokerschool-main/src/components/PracticeGame.tsx","362","MAJOR","CODE_SMELL","Do not use Array index in keys"
"d4477cc8-46ab-4311-a512-675b2b017ee4","project1_2:chipspokerschool-main/src/components/ui/alert.tsx","31","MAJOR","CODE_SMELL","Headings must have content and the content must be accessible by a screen reader."
"77073a44-177f-4c5e-ba84-ece040a7b5f6","project1_2:chipspokerschool-main/src/components/ui/breadcrumb.tsx","50","MAJOR","CODE_SMELL","Use <a href=...>, or <area href=...> instead of the ""link"" role to ensure accessibility across all devices."
"fb1e6bb3-337f-43f4-9bf1-fe4fad280420","project1_2:chipspokerschool-main/src/components/ui/breadcrumb.tsx","63","MAJOR","CODE_SMELL","Use <img alt=...> instead of the ""presentation"" role to ensure accessibility across all devices."
"ccbe74e0-29a6-4716-9759-d37ec1bf46d7","project1_2:chipspokerschool-main/src/components/ui/breadcrumb.tsx","70","MAJOR","CODE_SMELL","Use <img alt=...> instead of the ""presentation"" role to ensure accessibility across all devices."
"8b649865-1188-4002-80a7-263294544e5a","project1_2:chipspokerschool-main/src/components/ui/calendar.tsx","45","MAJOR","CODE_SMELL","Move this component definition out of the parent component and pass data as props."
"919e03b8-7cce-4ff6-9af3-aa21320eedf6","project1_2:chipspokerschool-main/src/components/ui/calendar.tsx","46","MAJOR","CODE_SMELL","Move this component definition out of the parent component and pass data as props."
"8c0cc3ae-8b8f-4fa1-909e-2ca1c4dc4cb7","project1_2:chipspokerschool-main/src/components/ui/card.tsx","19","MAJOR","CODE_SMELL","Headings must have content and the content must be accessible by a screen reader."
"dc79ce8d-bb38-43a3-a0fa-7473763dd654","project1_2:chipspokerschool-main/src/components/ui/carousel.tsx","107","MAJOR","CODE_SMELL","The object passed as the value prop to the Context provider changes every render. To fix this consider wrapping it in a useMemo hook."
"1a78b1a1-0ebd-40ce-acc6-64d1f34195d0","project1_2:chipspokerschool-main/src/components/ui/carousel.tsx","118","MAJOR","CODE_SMELL","Use <section aria-label=...>, or <section aria-labelledby=...> instead of the ""region"" role to ensure accessibility across all devices."
"5093da5b-1f10-448c-9bff-72d4b0cbe613","project1_2:chipspokerschool-main/src/components/ui/carousel.tsx","156","MAJOR","CODE_SMELL","Use <details>, <fieldset>, <optgroup>, or <address> instead of the ""group"" role to ensure accessibility across all devices."
"a7913e7a-6636-425f-a95d-97bbab940bce","project1_2:chipspokerschool-main/src/components/ui/chart.tsx","40","MINOR","CODE_SMELL","Prefer `String#replaceAll()` over `String#replace()`."
"dab8b5c6-76c3-4996-9bf1-ac072ac69bc1","project1_2:chipspokerschool-main/src/components/ui/chart.tsx","43","MAJOR","CODE_SMELL","The object passed as the value prop to the Context provider changes every render. To fix this consider wrapping it in a useMemo hook."
"d2677a7a-ee82-4fce-b584-aec1d54d1079","project1_2:chipspokerschool-main/src/components/ui/chart.tsx","161","MINOR","CODE_SMELL","Unexpected negated condition."
"0bd00f26-b9e9-4f72-b0d1-1699331bb7aa","project1_2:chipspokerschool-main/src/components/ui/chart.tsx","300","MINOR","CODE_SMELL","This assertion is unnecessary since it does not change the type of the expression."
"913364f5-603f-4a49-b5a5-5f5106afba89","project1_2:chipspokerschool-main/src/components/ui/command.tsx","42","MAJOR","CODE_SMELL","Unknown property 'cmdk-input-wrapper' found"
"c3ac7e86-115b-4ea4-9ec3-c2a78732c8cc","project1_2:chipspokerschool-main/src/components/ui/form.tsx","27","MAJOR","CODE_SMELL","The object passed as the value prop to the Context provider changes every render. To fix this consider wrapping it in a useMemo hook."
"e4581f20-2acc-4cbb-85cb-2cb812e19a38","project1_2:chipspokerschool-main/src/components/ui/form.tsx","67","MAJOR","CODE_SMELL","The object passed as the value prop to the Context provider changes every render. To fix this consider wrapping it in a useMemo hook."
"7968ac29-d4ab-4205-b72d-080c0877020b","project1_2:chipspokerschool-main/src/components/ui/form.tsx","93","MINOR","CODE_SMELL","Unexpected negated condition."
"75babf21-3c0a-4711-b493-3cd4565af133","project1_2:chipspokerschool-main/src/components/ui/input-otp.tsx","54","MAJOR","CODE_SMELL","Use <hr> instead of the ""separator"" role to ensure accessibility across all devices."
